,a,b,a_std,b_std
scikit-learn__scikit-learn-13124,0.9680218696594238,0.2321546971797943,0.2203101,0.19188197
scikit-learn__scikit-learn-13135,2.3437576293945312,-1.259854793548584,0.30850902,0.11640897
scikit-learn__scikit-learn-13142,2.6968109607696533,-0.9977625012397766,0.3763546,0.10152896
scikit-learn__scikit-learn-13328,1.496148705482483,-1.9303619861602783,0.23662144,0.21389
scikit-learn__scikit-learn-13439,1.7055761814117432,-2.176969528198242,0.2448425,0.1996192
scikit-learn__scikit-learn-13496,2.1297385692596436,-1.3500971794128418,0.22669761,0.15668163
scikit-learn__scikit-learn-13779,1.4778238534927368,-2.002265453338623,0.19600141,0.17325503
scikit-learn__scikit-learn-14053,2.053144693374634,-1.366395354270935,0.27276802,0.1577209
scikit-learn__scikit-learn-14087,1.440048336982727,0.3564003109931946,0.26296508,0.17013167
scikit-learn__scikit-learn-14141,1.7888215780258179,-2.4979593753814697,0.2573588,0.24907875
scikit-learn__scikit-learn-14496,1.6585825681686401,-3.020085334777832,0.32147446,0.37129772
scikit-learn__scikit-learn-14629,1.659751057624817,2.0406107902526855,0.23109889,0.19411457
scikit-learn__scikit-learn-14710,0.6454702615737915,-1.7474013566970825,0.14672673,0.23798087
scikit-learn__scikit-learn-14894,2.123414993286133,-2.576608657836914,0.3612684,0.2621179
scikit-learn__scikit-learn-14983,1.8844127655029297,0.7380290031433105,0.2752759,0.13402686
scikit-learn__scikit-learn-15100,1.6699563264846802,-2.316035270690918,0.23672691,0.1837784
scikit-learn__scikit-learn-25102,0.5959859490394592,1.7517378330230713,0.08717203,0.32798046
scikit-learn__scikit-learn-25232,1.1684893369674683,-0.9761737585067749,0.14757498,0.2050033
scikit-learn__scikit-learn-25747,0.6596169471740723,3.3952476978302,0.106450684,0.45099488
scikit-learn__scikit-learn-25931,1.6944196224212646,-0.8693645596504211,0.2205451,0.15948409
scikit-learn__scikit-learn-25973,2.056013345718384,-0.5965104699134827,0.27335885,0.14074528
scikit-learn__scikit-learn-26194,1.065466046333313,4.118487358093262,0.12583911,0.45514733
scikit-learn__scikit-learn-26323,1.7439171075820923,-1.3958061933517456,0.19900835,0.13396175
scikit-learn__scikit-learn-9288,2.4198927879333496,-0.866177499294281,0.39854455,0.12370322
sphinx-doc__sphinx-10323,1.1606836318969727,0.5709185004234314,0.2038449,0.194359
sphinx-doc__sphinx-10435,1.9105287790298462,3.053755760192871,0.32267785,0.26705107
sphinx-doc__sphinx-10449,1.7592732906341553,0.1359432488679886,0.27099177,0.13353722
sphinx-doc__sphinx-10466,1.4163511991500854,-1.015375018119812,0.22551303,0.19984104
sphinx-doc__sphinx-10614,1.1107593774795532,4.036610126495361,0.18690439,0.61386263
sphinx-doc__sphinx-10673,1.5680561065673828,-0.2731287479400635,0.17878613,0.16307351
sphinx-doc__sphinx-11445,1.925402283668518,0.4623680114746094,0.3044925,0.11178338
sphinx-doc__sphinx-11510,2.1034021377563477,4.488245964050293,0.48616225,0.80902386
sphinx-doc__sphinx-7440,1.5611577033996582,-0.6926798224449158,0.19518855,0.20385194
sphinx-doc__sphinx-7454,1.4593374729156494,0.6449604630470276,0.2248929,0.15457185
sphinx-doc__sphinx-7462,2.093339204788208,4.106715679168701,0.42758763,0.6801699
sphinx-doc__sphinx-7590,2.112687110900879,3.5664124488830566,0.35667604,0.55200356
sphinx-doc__sphinx-7748,1.9806135892868042,4.784200191497803,0.37853482,0.7158209
sphinx-doc__sphinx-7757,2.6191632747650146,0.11794143915176392,0.38890672,0.13007659
sphinx-doc__sphinx-7889,1.4871376752853394,-0.5744823813438416,0.1969182,0.18070468
sphinx-doc__sphinx-7910,1.7367676496505737,-0.3546523451805115,0.31093067,0.11913731
sphinx-doc__sphinx-7985,1.3053945302963257,3.5976345539093018,0.19508924,0.3309155
sphinx-doc__sphinx-8035,2.2541723251342773,-0.02874821424484253,0.27686447,0.111126155
sphinx-doc__sphinx-8056,1.4522968530654907,2.1187808513641357,0.23180382,0.24275069
sphinx-doc__sphinx-8120,1.7851426601409912,-0.4968758821487427,0.2339562,0.12980443
sphinx-doc__sphinx-8265,2.383317470550537,2.044901132583618,0.34415036,0.14375788
sphinx-doc__sphinx-8269,1.2711468935012817,-0.6668192744255066,0.24310005,0.20338562
sphinx-doc__sphinx-8459,2.1086137294769287,0.2357092797756195,0.2730703,0.12200442
sphinx-doc__sphinx-8475,1.1880961656570435,-1.0971020460128784,0.22845806,0.2250679
sphinx-doc__sphinx-8548,2.266592502593994,2.1763439178466797,0.3849445,0.17341976
sphinx-doc__sphinx-8551,2.3469552993774414,0.8544518947601318,0.32460904,0.14446919
sphinx-doc__sphinx-8593,2.643204927444458,0.4133552014827728,0.45537707,0.09932932
sphinx-doc__sphinx-8595,0.47852253913879395,-2.0433576107025146,0.06764269,0.39335072
sphinx-doc__sphinx-8621,1.8126871585845947,0.9236497282981873,0.24465321,0.14939581
sphinx-doc__sphinx-8638,1.9283794164657593,2.2991464138031006,0.28257793,0.17660773
sphinx-doc__sphinx-8721,1.281129240989685,-1.787304162979126,0.19904019,0.27330965
sphinx-doc__sphinx-9229,1.9195932149887085,3.4736459255218506,0.32805052,0.51710975
sphinx-doc__sphinx-9230,2.3423163890838623,1.046946406364441,0.26474693,0.108829975
sphinx-doc__sphinx-9258,1.8218737840652466,0.9797142744064331,0.2559122,0.113570705
sphinx-doc__sphinx-9281,2.0356099605560303,-0.3255898356437683,0.25854054,0.16154347
sphinx-doc__sphinx-9320,1.8852801322937012,-1.536703109741211,0.291724,0.13638978
sphinx-doc__sphinx-9367,1.9111627340316772,-1.5998611450195312,0.31127986,0.16553941
sphinx-doc__sphinx-9461,1.908165693283081,4.184223175048828,0.18135692,0.7650858
sphinx-doc__sphinx-9591,1.1614407300949097,1.1428451538085938,0.17829579,0.20874587
sphinx-doc__sphinx-9602,1.975616455078125,2.4641106128692627,0.29775074,0.25153762
sphinx-doc__sphinx-9658,1.9478793144226074,0.9282411932945251,0.22526363,0.13151959
sphinx-doc__sphinx-9673,2.394052028656006,-0.014136075042188168,0.3045935,0.09142355
sphinx-doc__sphinx-9698,1.4146071672439575,-1.4061793088912964,0.18302378,0.18725568
sphinx-doc__sphinx-9711,1.225407600402832,-1.5598818063735962,0.13885531,0.20530272
sympy__sympy-11618,2.1977765560150146,-1.2191463708877563,0.26424766,0.1513378
sympy__sympy-12096,1.8542156219482422,-1.9740790128707886,0.30176926,0.21605572
sympy__sympy-12419,2.765331268310547,0.08110086619853973,0.40588647,0.09004475
sympy__sympy-12481,1.5592573881149292,-0.5849195718765259,0.26314703,0.13161752
sympy__sympy-12489,2.567967176437378,1.715597152709961,0.48669767,0.12674613
sympy__sympy-13031,0.9522278308868408,1.638609528541565,0.14088756,0.30296665
sympy__sympy-13091,2.3272390365600586,1.6150922775268555,0.29832327,0.11000645
sympy__sympy-13372,1.8220582008361816,-1.3741098642349243,0.2537474,0.14578936
sympy__sympy-13480,2.241381883621216,-2.303513765335083,0.3013658,0.2360154
sympy__sympy-13551,1.9531573057174683,0.7526296377182007,0.20211843,0.13749036
sympy__sympy-13615,2.476174831390381,0.8278982639312744,0.35963604,0.11202331
sympy__sympy-13647,2.3354239463806152,-1.3835656642913818,0.3141122,0.14839178
sympy__sympy-13757,2.3877196311950684,0.22132907807826996,0.33423725,0.12400752
sympy__sympy-13798,1.0567749738693237,3.17645525932312,0.12463863,0.33962107
sympy__sympy-13852,2.2521872520446777,4.689530372619629,0.43735602,0.66639906
sympy__sympy-13877,0.3738853633403778,2.3097875118255615,0.072819084,0.39913028
sympy__sympy-13878,1.713707447052002,0.26275768876075745,0.2978203,0.14174417
sympy__sympy-13974,0.6772805452346802,2.9028995037078857,0.11168316,0.3650601
sympy__sympy-14248,1.476274013519287,2.855998992919922,0.27908435,0.29103127
sympy__sympy-14531,1.310608148574829,-0.3336743414402008,0.18212987,0.17071123
sympy__sympy-14711,1.5769503116607666,-1.7272621393203735,0.22801688,0.25886053
sympy__sympy-14976,0.8466305136680603,0.49915507435798645,0.15467647,0.25472766
sympy__sympy-15017,0.9696051478385925,0.7410327196121216,0.18778527,0.27636948
sympy__sympy-15345,2.1395673751831055,0.3887331187725067,0.31081623,0.12501693
sympy__sympy-15349,1.6801000833511353,-0.9191506505012512,0.24774776,0.18401355
sympy__sympy-15599,1.5770689249038696,1.3717997074127197,0.23410074,0.18486154
sympy__sympy-15809,1.2595243453979492,-0.427655428647995,0.19522193,0.17433783
sympy__sympy-15875,1.0111117362976074,0.21225689351558685,0.23416245,0.22064956
sympy__sympy-15976,2.281808614730835,1.4466255903244019,0.2780046,0.10295108
sympy__sympy-16450,1.631256103515625,-1.4680523872375488,0.22987968,0.19666663
sympy__sympy-16597,2.201589345932007,4.78830623626709,0.4035707,0.6040333
sympy__sympy-16766,1.3193904161453247,-2.47446608543396,0.20096284,0.28550625
sympy__sympy-16792,2.34126353263855,-0.02649751678109169,0.29495674,0.104915425
sympy__sympy-16886,1.9957715272903442,-1.7918851375579834,0.341074,0.17074607
sympy__sympy-17139,1.7144572734832764,-0.39433568716049194,0.20287372,0.15803592
sympy__sympy-17318,0.6767600774765015,4.068939685821533,0.08242902,0.438237
sympy__sympy-17630,1.920253872871399,3.4171104431152344,0.35147905,0.37834078
sympy__sympy-17655,1.4279440641403198,-0.6234756708145142,0.2146382,0.15897684
sympy__sympy-18189,2.4507458209991455,-0.7138122320175171,0.30840707,0.1462686
sympy__sympy-18199,2.025351047515869,3.657879590988159,0.380997,0.33344385
sympy__sympy-18211,1.6041070222854614,0.3436664938926697,0.2581305,0.14642087
sympy__sympy-18698,1.7393206357955933,1.310920000076294,0.24677074,0.14377397
sympy__sympy-18763,-0.21134261786937714,-1.209274411201477,0.075014465,0.8713191
sympy__sympy-19040,1.5529085397720337,1.7268962860107422,0.25509235,0.15512457
sympy__sympy-19346,2.128387212753296,-1.2233906984329224,0.34096044,0.11573403
sympy__sympy-19495,0.7045555114746094,0.04001197591423988,0.16781957,0.28789988
sympy__sympy-19637,1.931752324104309,-1.8264915943145752,0.34338608,0.17595202
sympy__sympy-19783,2.2920007705688477,0.29711511731147766,0.2746211,0.11010971
sympy__sympy-19954,2.3777849674224854,-1.1857702732086182,0.375867,0.12146629
sympy__sympy-20154,1.7191956043243408,-1.1323567628860474,0.30253005,0.15052293
sympy__sympy-20428,2.08317494392395,4.412485122680664,0.4758643,0.58281934
sympy__sympy-20438,2.035977363586426,4.4112958908081055,0.4219468,0.5317833
sympy__sympy-20590,2.3010449409484863,0.13888581097126007,0.21789154,0.10277979
sympy__sympy-20801,2.279585599899292,-0.3987109065055847,0.35952425,0.090107545
sympy__sympy-20916,1.5522397756576538,3.021986246109009,0.21625172,0.33024937
sympy__sympy-21379,0.8026618957519531,0.8235848546028137,0.17827286,0.20382214
sympy__sympy-21596,2.065991163253784,3.5457029342651367,0.27888787,0.40771183
sympy__sympy-21612,1.429443359375,3.1832752227783203,0.20393774,0.3508681
sympy__sympy-21847,2.2693092823028564,-1.5637884140014648,0.2839597,0.14690816
sympy__sympy-21930,2.210110902786255,4.552693843841553,0.39211056,0.7992305
sympy__sympy-22080,2.1519012451171875,3.0607588291168213,0.3202134,0.37559202
sympy__sympy-22456,1.5224965810775757,-0.9344767928123474,0.21783133,0.15398717
sympy__sympy-22714,2.6151483058929443,-1.1646144390106201,0.32075065,0.1104783
sympy__sympy-22914,1.6409375667572021,-2.0106685161590576,0.27298364,0.21272604
sympy__sympy-23262,1.7681009769439697,-0.4483063817024231,0.2539427,0.09706725
sympy__sympy-23413,2.2415359020233154,1.7434133291244507,0.34945408,0.16545048
sympy__sympy-23534,1.8711998462677002,-1.0282480716705322,0.21005595,0.16989583
sympy__sympy-23824,1.7632511854171753,-1.417906403541565,0.26522017,0.15205808
sympy__sympy-23950,0.5079960823059082,-1.2415589094161987,0.107307464,0.37727287
sympy__sympy-24066,1.9089395999908447,-0.9607826471328735,0.28474507,0.11946378
sympy__sympy-24213,1.3711285591125488,-2.6456081867218018,0.24317303,0.32367584
sympy__sympy-24443,1.4875096082687378,-1.814724326133728,0.20156795,0.18875137
sympy__sympy-24539,1.7989575862884521,-1.8323910236358643,0.23491073,0.1875089
sympy__sympy-24562,2.302475929260254,0.4228971302509308,0.2853558,0.14271727
sympy__sympy-24661,1.9863908290863037,-0.931511640548706,0.180453,0.17453529
